CIPCode2010,CIPTitle2010,Action,Text change,CIPCode2020,CIPTitle2020,,,CIPCode2010,CIPCode2020
10.0301,"Graphic Communications, General.",No substantive changes,no,10.0301,"Graphic Communications, General.",,,10.0301,10.0301
10.0302,Printing Management.,No substantive changes,no,10.0302,Printing Management.,,,10.0302,10.0302
10.0303,Prepress/Desktop Publishing and Digital Imaging Design.,No substantive changes,no,10.0303,Prepress/Desktop Publishing and Digital Imaging Design.,,,10.0303,10.0303
10.0304,"Animation, Interactive Technology, Video Graphics and Special Effects.",No substantive changes,no,10.0304,"Animation, Interactive Technology, Video Graphics, and Special Effects.",,,10.0304,10.0304
10.0305,"Graphic and Printing Equipment Operator, General Production.",No substantive changes,no,10.0305,"Graphic and Printing Equipment Operator, General Production.",,,10.0305,10.0305
10.0306,Platemaker/Imager.,No substantive changes,no,10.0306,Platemaker/Imager.,,,10.0306,10.0306
10.0307,Printing Press Operator.,No substantive changes,no,10.0307,Printing Press Operator.,,,10.0307,10.0307
10.0308,Computer Typography and Composition Equipment Operator.,No substantive changes,no,10.0308,Computer Typography and Composition Equipment Operator.,,,10.0308,10.0308
10.0399,"Graphic Communications, Other.",No substantive changes,no,10.0399,"Graphic Communications, Other.",,,10.0399,10.0399
10.99,"Communications Technologies/Technicians and Support Services, Other.",No substantive changes,no,10.99,"Communications Technologies/Technicians and Support Services, Other.",,,10.99,10.99
10.9999,"Communications Technologies/Technicians and Support Services, Other.",No substantive changes,no,10.9999,"Communications Technologies/Technicians and Support Services, Other.",,,10.9999,10.9999
11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,No substantive changes,no,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,,,11,11
11.01,"Computer and Information Sciences, General.",No substantive changes,no,11.01,"Computer and Information Sciences, General.",,,11.01,11.01
11.0101,"Computer and Information Sciences, General.",No substantive changes,no,11.0101,"Computer and Information Sciences, General.",,,11.0101,11.0101
11.0102,Artificial Intelligence.,No substantive changes,no,11.0102,Artificial Intelligence.,,,11.0102,11.0102
11.0103,Information Technology.,No substantive changes,no,11.0103,Information Technology.,,,11.0103,11.0103
11.0104,Informatics.,No substantive changes,no,11.0104,Informatics.,,,11.0104,11.0104
,,New,no,11.0105,Human-Centered Technology Design.,,,,11.0105
11.0199,"Computer and Information Sciences,  Other.",No substantive changes,no,11.0199,"Computer and Information Sciences,  Other.",,,11.0199,11.0199
11.02,Computer Programming.,No substantive changes,no,11.02,Computer Programming.,,,11.02,11.02
11.0201,"Computer Programming/Programmer, General.",No substantive changes,no,11.0201,"Computer Programming/Programmer, General.",,,11.0201,11.0201
11.0202,"Computer Programming, Specific Applications.",No substantive changes,no,11.0202,"Computer Programming, Specific Applications.",,,11.0202,11.0202
11.0203,"Computer Programming, Vendor/Product Certification.",No substantive changes,no,11.0203,"Computer Programming, Vendor/Product Certification.",,,11.0203,11.0203
,,New,no,11.0204,Computer Game Programming.,,,,11.0204
,,New,no,11.0205,"Computer Programming, Specific Platforms.",,,,11.0205
11.0299,"Computer Programming, Other.",No substantive changes,no,11.0299,"Computer Programming, Other.",,,11.0299,11.0299
11.03,Data Processing.,No substantive changes,no,11.03,Data Processing.,,,11.03,11.03
11.0301,Data Processing and Data Processing Technology/Technician.,No substantive changes,no,11.0301,Data Processing and Data Processing Technology/Technician.,,,11.0301,11.0301
11.04,Information Science/Studies.,No substantive changes,no,11.04,Information Science/Studies.,,,11.04,11.04
11.0401,Information Science/Studies.,No substantive changes,no,11.0401,Information Science/Studies.,,,11.0401,11.0401
11.05,Computer Systems Analysis.,No substantive changes,no,11.05,Computer Systems Analysis.,,,11.05,11.05
11.0501,Computer Systems Analysis/Analyst.,No substantive changes,no,11.0501,Computer Systems Analysis/Analyst.,,,11.0501,11.0501
11.06,Data Entry/Microcomputer Applications.,No substantive changes,no,11.06,Data Entry/Microcomputer Applications.,,,11.06,11.06
11.0601,"Data Entry/Microcomputer Applications, General.",No substantive changes,no,11.0601,"Data Entry/Microcomputer Applications, General.",,,11.0601,11.0601
11.0602,Word Processing.,No substantive changes,no,11.0602,Word Processing.,,,11.0602,11.0602
11.0699,"Data Entry/Microcomputer Applications, Other.",No substantive changes,no,11.0699,"Data Entry/Microcomputer Applications, Other.",,,11.0699,11.0699
11.07,Computer Science.,No substantive changes,no,11.07,Computer Science.,,,11.07,11.07
11.0701,Computer Science.,No substantive changes,no,11.0701,Computer Science.,,,11.0701,11.0701
11.08,Computer Software and Media Applications.,No substantive changes,no,11.08,Computer Software and Media Applications.,,,11.08,11.08
11.0801,"Web Page, Digital/Multimedia and Information Resources Design.",No substantive changes,yes,11.0801,"Web Page, Digital/Multimedia and Information Resources Design.",,,11.0801,11.0801
11.0802,Data Modeling/Warehousing and Database Administration.,No substantive changes,no,11.0802,Data Modeling/Warehousing and Database Administration.,,,11.0802,11.0802
11.0803,Computer Graphics.,No substantive changes,no,11.0803,Computer Graphics.,,,11.0803,11.0803
11.0804,"Modeling, Virtual Environments and Simulation.",No substantive changes,no,11.0804,"Modeling, Virtual Environments and Simulation.",,,11.0804,11.0804
11.0899,"Computer Software and Media Applications, Other.",No substantive changes,no,11.0899,"Computer Software and Media Applications, Other.",,,11.0899,11.0899
11.09,Computer Systems Networking and Telecommunications.,No substantive changes,no,11.09,Computer Systems Networking and Telecommunications.,,,11.09,11.09
11.0901,Computer Systems Networking and Telecommunications.,No substantive changes,no,11.0901,Computer Systems Networking and Telecommunications.,,,11.0901,11.0901
,,New,no,11.0902,Cloud Computing.,,,,11.0902
,,New,no,11.0999,"Computer Systems Networking and Telecommunications, Other.",,,,11.0999
11.10,Computer/Information Technology Administration and Management.,No substantive changes,no,11.10,Computer/Information Technology Administration and Management.,,,11.1,11.1
11.1001,Network and System Administration/Administrator.,No substantive changes,no,11.1001,Network and System Administration/Administrator.,,,11.1001,11.1001
11.1002,"System, Networking, and LAN/WAN Management/Manager.",No substantive changes,no,11.1002,"System, Networking, and LAN/WAN Management/Manager.",,,11.1002,11.1002
11.1003,Computer and Information Systems Security/Information Assurance.,No substantive changes,yes,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,,,11.1003,11.1003
11.1004,Web/Multimedia Management and Webmaster.,No substantive changes,no,11.1004,Web/Multimedia Management and Webmaster.,,,11.1004,11.1004
11.1005,Information Technology Project Management.,No substantive changes,no,11.1005,Information Technology Project Management.,,,11.1005,11.1005
11.1006,Computer Support Specialist.,No substantive changes,no,11.1006,Computer Support Specialist.,,,11.1006,11.1006
11.1099,"Computer/Information Technology Services Administration and Management, Other.",No substantive changes,no,11.1099,"Computer/Information Technology Services Administration and Management, Other.",,,11.1099,11.1099
11.99,"Computer and Information Sciences and Support Services, Other.",No substantive changes,no,11.99,"Computer and Information Sciences and Support Services, Other.",,,11.99,11.99
11.9999,"Computer and Information Sciences and Support Services, Other.",No substantive changes,no,11.9999,"Computer and Information Sciences and Support Services, Other.",,,11.9999,11.9999
12,PERSONAL AND CULINARY SERVICES.,No substantive changes,yes,12,"CULINARY, ENTERTAINMENT, AND PERSONAL SERVICES.",,,12,12
12.03,Funeral Service and Mortuary Science.,No substantive changes,no,12.03,Funeral Service and Mortuary Science.,,,12.03,12.03
12.0301,"Funeral Service and Mortuary Science, General.",No substantive changes,no,12.0301,"Funeral Service and Mortuary Science, General.",,,12.0301,12.0301
12.0302,Funeral Direction/Service.,No substantive changes,no,12.0302,Funeral Direction/Service.,,,12.0302,12.0302
12.0303,Mortuary Science and Embalming/Embalmer.,No substantive changes,no,12.0303,Mortuary Science and Embalming/Embalmer.,,,12.0303,12.0303
12.0399,"Funeral Service and Mortuary Science, Other.",No substantive changes,no,12.0399,"Funeral Service and Mortuary Science, Other.",,,12.0399,12.0399
12.04,Cosmetology and Related Personal Grooming Services.,No substantive changes,no,12.04,Cosmetology and Related Personal Grooming Services.,,,12.04,12.04
12.0401,"Cosmetology/Cosmetologist, General.",No substantive changes,no,12.0401,"Cosmetology/Cosmetologist, General.",,,12.0401,12.0401
12.0402,Barbering/Barber.,No substantive changes,no,12.0402,Barbering/Barber.,,,12.0402,12.0402
12.0404,Electrolysis/Electrology and Electrolysis Technician.,No substantive changes,no,12.0404,Electrolysis/Electrology and Electrolysis Technician.,,,12.0404,12.0404
12.0406,Make-Up Artist/Specialist.,No substantive changes,no,12.0406,Make-Up Artist/Specialist.,,,12.0406,12.0406
12.0407,Hair Styling/Stylist and Hair Design.,No substantive changes,no,12.0407,Hair Styling/Stylist and Hair Design.,,,12.0407,12.0407
12.0408,Facial Treatment Specialist/Facialist.,No substantive changes,no,12.0408,Facial Treatment Specialist/Facialist.,,,12.0408,12.0408
12.0409,Aesthetician/Esthetician and Skin Care Specialist.,No substantive changes,no,12.0409,Aesthetician/Esthetician and Skin Care Specialist.,,,12.0409,12.0409
12.0410,Nail Technician/Specialist and Manicurist.,No substantive changes,no,12.0410,Nail Technician/Specialist and Manicurist.,,,12.041,12.041
12.0411,Permanent Cosmetics/Makeup and Tattooing.,No substantive changes,no,12.0411,Permanent Cosmetics/Makeup and Tattooing.,,,12.0411,12.0411
12.0412,Salon/Beauty Salon Management/Manager.,No substantive changes,no,12.0412,Salon/Beauty Salon Management/Manager.,,,12.0412,12.0412
12.0413,"Cosmetology, Barber/Styling, and Nail Instructor.",No substantive changes,no,12.0413,"Cosmetology, Barber/Styling, and Nail Instructor.",,,12.0413,12.0413
12.0414,Master Aesthetician/Esthetician.,No substantive changes,no,12.0414,Master Aesthetician/Esthetician.,,,12.0414,12.0414
12.0499,"Cosmetology and Related Personal Grooming Arts, Other.",No substantive changes,no,12.0499,"Cosmetology and Related Personal Grooming Arts, Other.",,,12.0499,12.0499
12.05,Culinary Arts and Related Services.,No substantive changes,no,12.05,Culinary Arts and Related Services.,,,12.05,12.05
12.0500,"Cooking and Related Culinary Arts, General.",No substantive changes,no,12.0500,"Cooking and Related Culinary Arts, General.",,,12.05,12.05
12.0501,Baking and Pastry Arts/Baker/Pastry Chef.,No substantive changes,no,12.0501,Baking and Pastry Arts/Baker/Pastry Chef.,,,12.0501,12.0501
12.0502,Bartending/Bartender.,No substantive changes,no,12.0502,Bartending/Bartender.,,,12.0502,12.0502
12.0503,Culinary Arts/Chef Training.,No substantive changes,no,12.0503,Culinary Arts/Chef Training.,,,12.0503,12.0503
12.0504,"Restaurant, Culinary, and Catering Management/Manager.",No substantive changes,no,12.0504,"Restaurant, Culinary, and Catering Management/Manager.",,,12.0504,12.0504
12.0505,Food Preparation/Professional Cooking/Kitchen Assistant.,No substantive changes,no,12.0505,Food Preparation/Professional Cooking/Kitchen Assistant.,,,12.0505,12.0505
12.0506,Meat Cutting/Meat Cutter.,No substantive changes,no,12.0506,Meat Cutting/Meat Cutter.,,,12.0506,12.0506
12.0507,"Food Service, Waiter/Waitress, and Dining Room Management/Manager.",No substantive changes,no,12.0507,"Food Service, Waiter/Waitress, and Dining Room Management/Manager.",,,12.0507,12.0507
12.0508,Institutional Food Workers.,No substantive changes,no,12.0508,Institutional Food Workers.,,,12.0508,12.0508
12.0509,Culinary Science/Culinology.,No substantive changes,no,12.0509,Culinary Science/Culinology.,,,12.0509,12.0509
12.0510,Wine Steward/Sommelier.,No substantive changes,no,12.0510,Wine Steward/Sommelier.,,,12.051,12.051
,,New,no,12.0580,Reserved.,,,,12.058
12.0599,"Culinary Arts and Related Services, Other.",No substantive changes,no,12.0599,"Culinary Arts and Related Services, Other.",,,12.0599,12.0599
,,New,no,12.06,Casino Operations and Services.,,,,12.06
,,New,no,12.0601,"Casino Operations and Services, General.",,,,12.0601
,,New,no,12.0602,Casino Dealing.,,,,12.0602
,,New,no,12.0699,"Casino Operations and Services, Other.",,,,12.0699
12.99,"Personal and Culinary Services, Other.",No substantive changes,yes,12.99,"Culinary, Entertainment, and Personal Services, Other.",,,12.99,12.99
12.9999,"Personal and Culinary Services, Other.",No substantive changes,yes,12.9999,"Culinary, Entertainment, and Personal Services, Other.",,,12.9999,12.9999
13,EDUCATION.,No substantive changes,no,13,EDUCATION.,,,13,13
13.01,"Education, General.",No substantive changes,no,13.01,"Education, General.",,,13.01,13.01
13.0101,"Education, General.",No substantive changes,no,13.0101,"Education, General.",,,13.0101,13.0101
13.02,"Bilingual, Multilingual, and Multicultural Education.",No substantive changes,no,13.02,"Bilingual, Multilingual, and Multicultural Education.",,,13.02,13.02
13.0201,Bilingual and Multilingual Education.,No substantive changes,no,13.0201,Bilingual and Multilingual Education.,,,13.0201,13.0201
13.0202,Multicultural Education.,No substantive changes,no,13.0202,Multicultural Education.,,,13.0202,13.0202
13.0203,Indian/Native American Education.,No substantive changes,no,13.0203,Indian/Native American Education.,,,13.0203,13.0203
13.0299,"Bilingual, Multilingual, and Multicultural Education, Other.",No substantive changes,no,13.0299,"Bilingual, Multilingual, and Multicultural Education, Other.",,,13.0299,13.0299
13.03,Curriculum and Instruction.,No substantive changes,no,13.03,Curriculum and Instruction.,,,13.03,13.03
13.0301,Curriculum and Instruction.,No substantive changes,no,13.0301,Curriculum and Instruction.,,,13.0301,13.0301
13.04,Educational Administration and Supervision.,No substantive changes,no,13.04,Educational Administration and Supervision.,,,13.04,13.04
13.0401,"Educational Leadership and Administration, General.",No substantive changes,no,13.0401,"Educational Leadership and Administration, General.",,,13.0401,13.0401
13.0402,Administration of Special Education.,No substantive changes,no,13.0402,Administration of Special Education.,,,13.0402,13.0402
13.0403,Adult and Continuing Education Administration.,No substantive changes,no,13.0403,Adult and Continuing Education Administration.,,,13.0403,13.0403
13.0404,"Educational, Instructional, and Curriculum Supervision.",No substantive changes,no,13.0404,"Educational, Instructional, and Curriculum Supervision.",,,13.0404,13.0404
13.0406,Higher Education/Higher Education Administration.,No substantive changes,no,13.0406,Higher Education/Higher Education Administration.,,,13.0406,13.0406
